gene,type,gene_model_description,all_gene_symbols,log2foldchange,p_value,pwo1_target,ubp5_target
AT3G16780,upregulated,"Ribosomal protein L19e family protein; FUNCTIONS IN: structural constituent of ribosome; INVOLVED IN: translation, ribosome biogenesis; LOCATED IN: ribosome, cytosolic large ribosomal subunit, plasma membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Ribosomal protein L19/L19e (InterPro:IPR000196), Ribosomal protein L19/L19e, domain 3 (InterPro:IPR015974), Ribosomal protein L19/L19e, domain 1 (InterPro:IPR015972); BEST Arabidopsis thaliana protein match is: Ribosomal protein L19e family protein (TAIR:AT4G02230.1); Has 1139 Blast hits to 1139 proteins in 410 species: Archae - 291; Bacteria - 0; Metazoa - 317; Fungi - 171; Plants - 158; Viruses - 0; Other Eukaryotes - 202 (source: NCBI BLink).",NA,0.474967769119716,0.00115451424994106,FALSE,FALSE
AT3G16800,downregulated,"Protein phosphatase 2C family protein; FUNCTIONS IN: protein serine/threonine phosphatase activity, catalytic activity; INVOLVED IN: biological_process unknown; LOCATED IN: nucleus, cytoplasm; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 6 growth stages; CONTAINS InterPro DOMAIN/s: Protein phosphatase 2C-related (InterPro:IPR001932), Protein phosphatase 2C (InterPro:IPR015655), Protein phosphatase 2C, N-terminal (InterPro:IPR014045); BEST Arabidopsis thaliana protein match is: Protein phosphatase 2C family protein (TAIR:AT5G27930.2); Has 6043 Blast hits to 6037 proteins in 299 species: Archae - 0; Bacteria - 10; Metazoa - 1467; Fungi - 737; Plants - 2641; Viruses - 5; Other Eukaryotes - 1183 (source: NCBI BLink).",NA,-1.13833306319411,1.56235223244002e-7,FALSE,FALSE
AT3G17040,downregulated,It is a RNA tetratricopeptide repeat-containing protein required for normal processing of transcripts from the polycistronic chloroplast psbB-psbT-psbH-petB-petD operon coding for proteins of the photosystem II and cytochrome b6/f complexes. Localizes to the chloroplast membrane. Involved in regulating plastidial gene expression and biogenesis.,HIGH CHLOROPHYLL FLUORESCENT 107 (HCF107),-0.60692750587461,6.81805496814859e-5,TRUE,TRUE
AT3G17100,downregulated,sequence-specific DNA binding transcription factors; FUNCTIONS IN: sequence-specific DNA binding transcription factor activity; INVOLVED IN: regulation of transcription; LOCATED IN: chloroplast; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: basic helix-loop-helix (bHLH) DNA-binding superfamily protein (TAIR:AT3G06590.2); Has 168 Blast hits to 168 proteins in 13 species: Archae - 0; Bacteria - 0; Metazoa - 2; Fungi - 0; Plants - 166; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,-0.468122016956705,0.00105876460929113,FALSE,FALSE
AT3G17110,upregulated,"pseudogene, glycine-rich protein",NA,1.05354300725267,0.00180328778789719,FALSE,FALSE
AT3G17120,downregulated,unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G02380.1); Has 67 Blast hits to 67 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,-0.672801139585193,7.71286790661929e-4,FALSE,FALSE
AT3G17700,downregulated,"cyclic nucleotide-binding transporter 1, member of a family  of cyclic nucleotide gated channels.",CYCLIC NUCLEOTIDE-BINDING TRANSPORTER 1 (CNBT1);CYCLIC NUCLEOTIDE-GATED CHANNEL 20 (ATCNGC20); (CNGC20),-0.725131822408946,1.20137890241499e-4,FALSE,TRUE
AT3G18420,upregulated,"Protein prenylyltransferase superfamily protein; FUNCTIONS IN: binding; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast, chloroplast envelope; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Tetratricopeptide-like helical (InterPro:IPR011990), Tetratricopeptide repeat-containing (InterPro:IPR013026), Bacterial transcriptional activator domain (InterPro:IPR005158), Tetratricopeptide repeat (InterPro:IPR019734); BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT4G39470.1); Has 2891 Blast hits to 2326 proteins in 645 species: Archae - 346; Bacteria - 1680; Metazoa - 203; Fungi - 21; Plants - 126; Viruses - 0; Other Eukaryotes - 515 (source: NCBI BLink).",NA,0.491046146067197,0.00184377721649654,FALSE,FALSE
AT3G18490,downregulated,Encodes ASPG1 (ASPARTIC PROTEASE IN GUARD CELL 1). Functions in drought avoidance through abscisic acid (ABA) signalling in guard cells.,ASPARTIC PROTEASE IN GUARD CELL 1 (ASPG1),-0.828100243975027,4.56054062928277e-8,FALSE,FALSE
AT3G18600,upregulated,"P-loop containing nucleoside triphosphate hydrolases superfamily protein; FUNCTIONS IN: helicase activity, ATP binding, ATP-dependent helicase activity, nucleic acid binding; LOCATED IN: nucleolus; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: RNA helicase, DEAD-box type, Q motif (InterPro:IPR014014), DNA/RNA helicase, DEAD/DEAH box type, N-terminal (InterPro:IPR011545), RNA helicase, ATP-dependent, DEAD-box, conserved site (InterPro:IPR000629), DEAD-like helicase, N-terminal (InterPro:IPR014001), DNA/RNA helicase, C-terminal (InterPro:IPR001650), Helicase, superfamily 1/2, ATP-binding domain (InterPro:IPR014021); BEST Arabidopsis thaliana protein match is: DEA(D/H)-box RNA helicase family protein (TAIR:AT5G65900.1); Has 44310 Blast hits to 43105 proteins in 3082 species: Archae - 753; Bacteria - 22440; Metazoa - 6214; Fungi - 4682; Plants - 2500; Viruses - 12; Other Eukaryotes - 7709 (source: NCBI BLink).",NA,0.530117553261591,7.95591092726508e-4,FALSE,FALSE
AT3G18750,downregulated,"Encodes a member of the WNK family (9 members in all) of protein kinases, the structural design of which is clearly distinct from those of other known protein kinases, such as receptor-like kinases and mitogen-activated protein kinases. Its transcription is under the control of circadian rhythms.",WITH NO LYSINE (K) KINASE 6 (WNK6);ARABIDOPSIS THALIANA WITH NO K 6 (ATWNK6); (ZIK5),-0.740562793397274,9.58885420268921e-5,FALSE,TRUE
AT3G18890,downregulated,"NAD(P)-binding Rossmann-fold superfamily protein; FUNCTIONS IN: binding, catalytic activity; INVOLVED IN: metabolic process; LOCATED IN: chloroplast thylakoid membrane, chloroplast, chloroplast envelope; EXPRESSED IN: 21 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: NAD(P)-binding domain (InterPro:IPR016040), NmrA-like (InterPro:IPR008030); BEST Arabidopsis thaliana protein match is: NAD(P)-binding Rossmann-fold superfamily protein (TAIR:AT2G34460.1); Has 26348 Blast hits to 17063 proteins in 1661 species: Archae - 97; Bacteria - 5228; Metazoa - 9723; Fungi - 4680; Plants - 1695; Viruses - 652; Other Eukaryotes - 4273 (source: NCBI BLink).",TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 62 (AtTic62);TRANSLOCON AT THE INNER ENVELOPE MEMBRANE OF CHLOROPLASTS 62 (Tic62),-0.510861897952676,0.0024934163658984,FALSE,FALSE
AT3G18980,downregulated,"EIN2 targeting protein1 (ETP1); CONTAINS InterPro DOMAIN/s: F-box domain, cyclin-like (InterPro:IPR001810), F-box domain, Skp2-like (InterPro:IPR022364), F-box associated domain, type 1 (InterPro:IPR006527), F-box associated interaction domain (InterPro:IPR017451); BEST Arabidopsis thaliana protein match is: EIN2 targeting protein2 (TAIR:AT3G18910.1); Has 1009 Blast hits to 963 proteins in 16 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 1009; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).",EIN2 TARGETING PROTEIN1 (ETP1),-0.46116981754209,8.71039705653556e-4,TRUE,TRUE
AT3G19100,upregulated,"Protein kinase superfamily protein; FUNCTIONS IN: in 6 functions; INVOLVED IN: protein amino acid phosphorylation, N-terminal protein myristoylation; LOCATED IN: plasma membrane; EXPRESSED IN: 22 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Protein kinase, ATP binding site (InterPro:IPR017441), Protein kinase, catalytic domain (InterPro:IPR000719), Serine/threonine-protein kinase domain (InterPro:IPR002290), Calcium-dependent protein kinase (InterPro:IPR020642), Calcium/calmodulin-dependent protein kinase-like (InterPro:IPR020636), Serine/threonine-protein kinase-like domain (InterPro:IPR017442), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Calcium-dependent protein kinase (CDPK) family protein (TAIR:AT1G49580.1); Has 120241 Blast hits to 118384 proteins in 3609 species: Archae - 140; Bacteria - 14458; Metazoa - 44881; Fungi - 12679; Plants - 26503; Viruses - 512; Other Eukaryotes - 21068 (source: NCBI BLink).",NA,0.544415997687035,9.64603468031663e-5,TRUE,FALSE
AT3G19130,upregulated,"RNA-binding protein 47B (RBP47B); FUNCTIONS IN: RNA binding; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 14 growth stages; CONTAINS InterPro DOMAIN/s: RNA recognition motif, RNP-1 (InterPro:IPR000504), Nucleotide-binding, alpha-beta plait (InterPro:IPR012677); BEST Arabidopsis thaliana protein match is: RNA-binding protein 47A (TAIR:AT1G49600.1); Has 37628 Blast hits to 21966 proteins in 866 species: Archae - 14; Bacteria - 2376; Metazoa - 18486; Fungi - 4600; Plants - 6856; Viruses - 8; Other Eukaryotes - 5288 (source: NCBI BLink).",RNA-BINDING PROTEIN 47B (ATRBP47B);RNA-BINDING PROTEIN 47B (RBP47B),0.417849399859309,0.00252600631313214,FALSE,FALSE
AT3G19240,downregulated,"Vacuolar import/degradation, Vid27-related protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: N-terminal protein myristoylation; LOCATED IN: cellular_component unknown; EXPRESSED IN: 25 plant structures; EXPRESSED DURING: 15 growth stages; CONTAINS InterPro DOMAIN/s: WD40 repeat-like-containing domain (InterPro:IPR011046), Vacuolar import/degradation, Vid27-related (InterPro:IPR013863); BEST Arabidopsis thaliana protein match is: Vacuolar import/degradation, Vid27-related protein (TAIR:AT4G33400.1); Has 312 Blast hits to 307 proteins in 136 species: Archae - 0; Bacteria - 1; Metazoa - 11; Fungi - 168; Plants - 82; Viruses - 0; Other Eukaryotes - 50 (source: NCBI BLink).",NA,-0.606796293190038,7.87580391245399e-4,TRUE,TRUE
AT3G19420,downregulated,"Encodes a phosphatase with low in vitro tyrosine phosphatase activity that is capable of dephosphorylating in vitro the 3'phosphate group of PI3P, PI(3,4)P2, and PI(3,5)P2 and may be an effector of lipid signaling.",PHOSPHATASE AND TENSIN HOMOLOG DELETED ON CHROMOSOME TEN 2A (PTEN2A);PTEN 2 (PEN2);PTEN 2 (ATPEN2),-0.585065413087297,3.55075886623656e-5,TRUE,TRUE
AT3G19450,upregulated,"Encodes a catalytically active cinnamyl alcohol dehydrogenase which uses p-coumaryl aldehyde as a preferred substrate. It can also use caffeyl, coniferyl and  d-hydroxyconiferyl aldehydes as substrates.",CINNAMYL ALCOHOL DEHYDROGENASE 4 (CAD4); (CAD-C); (CAD); (ATCAD4),0.486604083196003,0.00296189606721758,FALSE,FALSE
AT3G19710,downregulated,Belongs to the branched-chain amino acid aminotransferase gene family. Encodes a methionine-oxo-acid transaminase. Involved in the methionine chain elongation pathway that leads to the ultimate biosynthesis of methionine-derived glucosinolates.,BRANCHED-CHAIN AMINOTRANSFERASE4 (BCAT4),-0.710085657637299,0.00257284206729543,FALSE,FALSE
AT3G19720,downregulated,"Encodes a novel chloroplast division protein. Mutants of exhibit defects in chloroplast constriction, have enlarged, dumbbell-shaped chloroplasts. The ARC5 gene product shares similarity with the dynamin family of GTPases, which mediate endocytosis, mitochondrial division, and other organellar fission and fusion events in eukaryotes. Phylogenetic analysis showed that ARC5 is related to a group of dynamin-like proteins unique to plants. A GFP?ARC5 fusion protein localizes to a ring at the chloroplast division site. Chloroplast import and protease protection assays indicate that the ARC5 ring is positioned on the outer surface of the chloroplast. Facilitates separation of the two daughter chloroplasts.",DYNAMIN RELATED PROTEIN 5B (DRP5B);ACCUMULATION AND REPLICATION OF CHLOROPLAST 5 (ARC5),-0.544566805172997,5.32225635247166e-4,FALSE,TRUE
AT3G20100,upregulated,member of CYP705A,"CYTOCHROME P450, FAMILY 705, SUBFAMILY A, POLYPEPTIDE 19 (CYP705A19)",0.596293533881358,0.00110829209456313,FALSE,FALSE
AT3G20200,downregulated,"Protein kinase protein with adenine nucleotide alpha hydrolases-like domain; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation, response to stress; LOCATED IN: cellular_component unknown; EXPRESSED IN: male gametophyte, flower, pollen tube; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, 4 anthesis; CONTAINS InterPro DOMAIN/s: Rossmann-like alpha/beta/alpha sandwich fold (InterPro:IPR014729), UspA (InterPro:IPR006016), Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase protein with adenine nucleotide alpha hydrolases-like domain (TAIR:AT1G16760.1); Has 113274 Blast hits to 111719 proteins in 4667 species: Archae - 115; Bacteria - 13449; Metazoa - 41561; Fungi - 9228; Plants - 32231; Viruses - 306; Other Eukaryotes - 16384 (source: NCBI BLink).",NA,-1.05320731119153,4.17002946139729e-4,FALSE,TRUE
AT3G20420,downregulated,double-stranded RNA binding / ribonuclease III. Required for 3' external transcribed spacer (ETS) cleavage of the pre-rRNA in vivo. Localizes in the nucleus and  cytoplasm.,RNASEIII-LIKE 2 (ATRTL2);RNASE THREE-LIKE PROTEIN 2 (RTL2),-1.0126230856316,0.00121080774875457,FALSE,TRUE
AT3G20440,upregulated,BE1 ia a putative glycoside hydrolase. It plays vital roles during embryogenesis and in carbohydrate metabolism. Mutation in BE1 has pleotrophic effect on the whole plant development.,BRANCHING ENZYME 1 (BE1);EMBRYO DEFECTIVE 2729 (EMB2729),0.846958928917272,2.3657999655716e-7,FALSE,TRUE
AT3G20770,downregulated,"Encodes EIN3 (ethylene-insensitive3), a nuclear transcription factor that initiates downstream transcriptional cascades for ethylene responses.",ETHYLENE-INSENSITIVE3 (EIN3); (AtEIN3),-0.467877793214418,8.79227940189225e-4,TRUE,TRUE
AT3G20810,upregulated,JMJD5 encodes a protein which contains  a jumonji-C (jmjC) domain. The jumonji-C is frequently found in proteins with histone demethylase activity. jmjd5 mutant plants have a short-period circadian phenotype.,JUMONJI C DOMAIN-CONTAINING PROTEIN 30 (JMJ30);JUMONJI DOMAIN CONTAINING 5 (JMJD5),1.07539121564534,1.58815741521007e-11,TRUE,TRUE
AT3G20820,downregulated,"Leucine-rich repeat (LRR) family protein; INVOLVED IN: signal transduction, defense response; LOCATED IN: apoplast, cell wall, chloroplast, membrane; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; CONTAINS InterPro DOMAIN/s: Leucine-rich repeat-containing N-terminal domain, type 2 (InterPro:IPR013210), Leucine-rich repeat (InterPro:IPR001611); BEST Arabidopsis thaliana protein match is: Leucine-rich repeat (LRR) family protein (TAIR:AT5G12940.1); Has 70868 Blast hits to 23934 proteins in 998 species: Archae - 25; Bacteria - 4468; Metazoa - 12756; Fungi - 677; Plants - 48104; Viruses - 0; Other Eukaryotes - 4838 (source: NCBI BLink).",NA,-0.645444525670909,6.90691258340254e-5,FALSE,FALSE
AT3G21300,upregulated,"RNA methyltransferase family protein; FUNCTIONS IN: RNA binding, RNA methyltransferase activity; INVOLVED IN: RNA processing; EXPRESSED IN: 12 plant structures; EXPRESSED DURING: 9 growth stages; CONTAINS InterPro DOMAIN/s: Nucleic acid-binding, OB-fold-like (InterPro:IPR016027), 23S rRNA methyltransferase/RumA (InterPro:IPR001566), (Uracil-5)-methyltransferase (InterPro:IPR010280), Deoxyribonuclease/rho motif-related TRAM (InterPro:IPR002792); BEST Arabidopsis thaliana protein match is: zinc finger (CCCH-type) family protein (TAIR:AT2G28450.2); Has 10349 Blast hits to 9632 proteins in 2576 species: Archae - 226; Bacteria - 8529; Metazoa - 196; Fungi - 218; Plants - 136; Viruses - 7; Other Eukaryotes - 1037 (source: NCBI BLink).",NA,0.566797607599454,3.1887794879386e-4,FALSE,FALSE
AT3G21351,upregulated,unknown protein; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT3G21352.1).,NA,1.28244695344704,0.0029309934359746,FALSE,FALSE
AT3G21510,upregulated,"Encodes AHP1, one of the six Arabidopsis thaliana histidine phosphotransfer proteins (AHPs).  AHPs function as redundant positive regulators of cytokinin signaling.  Members of the AHP gene family include: AT3G21510 (AHP1), AT3G29350 (AHP2), AT5G39340 (AHP3), AT3G16360 (AHP4), AT1G03430 (AHP5) and AT1G80100 (AHP6).",HISTIDINE-CONTAINING PHOSPHOTRANSMITTER 1 (AHP1),0.961294488447167,3.66336839266778e-8,FALSE,FALSE
AT3G21530,upregulated,DNAse I-like superfamily protein; FUNCTIONS IN: hydrolase activity; INVOLVED IN: biological_process unknown; LOCATED IN: mitochondrion; CONTAINS InterPro DOMAIN/s: Endonuclease/exonuclease/phosphatase (InterPro:IPR005135); BEST Arabidopsis thaliana protein match is: DNAse I-like superfamily protein (TAIR:AT2G48030.1); Has 250 Blast hits to 250 proteins in 102 species: Archae - 0; Bacteria - 169; Metazoa - 0; Fungi - 2; Plants - 38; Viruses - 0; Other Eukaryotes - 41 (source: NCBI BLink).,NA,0.753067475068709,0.00347094503010687,FALSE,FALSE
AT3G22231,downregulated,Encodes a member of a novel 6 member Arabidopsis gene family.  Expression of PCC1 is regulated by the circadian clock and is upregulated in response to both virulent and avirulent strains of Pseudomonas syringae pv. tomato.,PATHOGEN AND CIRCADIAN CONTROLLED 1 (PCC1),-2.30132505594296,2.85256484243607e-7,FALSE,FALSE
AT3G22235,downregulated,BEST Arabidopsis thaliana protein match is: pathogen and circadian controlled 1 (TAIR:AT3G22231.1); Has 122 Blast hits to 122 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 122; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink).,NA,-1.95240152539742,2.18208639346658e-6,FALSE,FALSE
AT3G22310,upregulated,"Sequence similarity ot DEAD-box RNA helicases. Binds RNA and DNA. Involved in drought, salt and cold stress responses.",RNA HELICASE 9 (ATRH9);PUTATIVE MITOCHONDRIAL RNA HELICASE 1 (PMH1),0.446408369595652,0.00238270091142837,TRUE,TRUE
AT3G22750,upregulated,"Protein kinase superfamily protein; FUNCTIONS IN: protein serine/threonine kinase activity, protein kinase activity, kinase activity, ATP binding; INVOLVED IN: protein amino acid phosphorylation; LOCATED IN: plasma membrane; EXPRESSED IN: 13 plant structures; EXPRESSED DURING: L mature pollen stage, M germinated pollen stage, LP.04 four leaves visible, 4 anthesis, petal differentiation and expansion stage; CONTAINS InterPro DOMAIN/s: Protein kinase, catalytic domain (InterPro:IPR000719), Serine-threonine/tyrosine-protein kinase (InterPro:IPR001245), Serine/threonine protein kinase-like, ATMRK (InterPro:IPR015783), Protein kinase-like domain (InterPro:IPR011009), Serine/threonine-protein kinase, active site (InterPro:IPR008271); BEST Arabidopsis thaliana protein match is: Protein kinase superfamily protein (TAIR:AT4G14780.1); Has 129296 Blast hits to 127897 proteins in 4981 species: Archae - 144; Bacteria - 14276; Metazoa - 48853; Fungi - 11933; Plants - 33374; Viruses - 537; Other Eukaryotes - 20179 (source: NCBI BLink).",NA,0.879961216081437,4.85686963458127e-4,FALSE,FALSE
